Type,# Cluster,# Iterations,% Changes,Threshold,END Before 300,Time
CUDA,100000,1000,0.1,0.01,True,0:01:26.735408
CUDA,1000000,1000,0.1,0.01,False,-1
CUDA,10000000,1000,0.1,0.01,False,-1
